Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                                                 <spontaneous>
[16]    20.2    0.00    1.06                 __libc_csu_init [16]
                0.03    0.97       1/4           _GLOBAL__sub_I_noperators [1]
                0.05    0.00       1/1           _GLOBAL__sub_I_qc_check_txt [66]
                0.01    0.00       1/1           _GLOBAL__sub_I_nterms [100]
                0.00    0.00       1/1           _GLOBAL__sub_I_nstates [461]
                0.00    0.00       1/1           _GLOBAL__sub_I_main [459]
                0.00    0.00       1/1           _GLOBAL__sub_I_plotfile [462]
                0.00    0.00       1/1           _GLOBAL__sub_I__Z6regstrRK6bitveci [450]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK6QuCond3strEv [455]
                0.00    0.00       1/1           _GLOBAL__sub_I_shell_depth [464]
                0.00    0.00       1/1           _GLOBAL__sub_I_qcl_options [463]
                0.00    0.00       1/1           _GLOBAL__sub_I_yyObjList [465]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4sDef6defineEP8SymTableS1_P6QuHeap [451]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5sExpr4evalEP8SymTableS1_P6QuHeap [452]
                0.00    0.00       1/1           _GLOBAL__sub_I__Z10ext_matrixPK8sRoutDefPK8SymTablei [449]
                0.00    0.00       1/1           _GLOBAL__sub_I_isStateModified [458]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK7sObject6prtstrEi [456]
                0.00    0.00       1/1           _GLOBAL__sub_I_yydebug [466]
                0.00    0.00       1/1           _GLOBAL__sub_I_yyleng [467]
                0.00    0.00       1/1           _GLOBAL__sub_I_isErrorReported [457]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6SymTab7deltreeEPN8SymTable5entryE [453]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN7sVarDef9typecheckEP8SymTableS1_ [454]
                0.00    0.00       1/1           _GLOBAL__sub_I_CONDDEF [448]
                0.00    0.00       1/1           _GLOBAL__sub_I_n_object [460]
-----------------------------------------------
                0.17    0.18 1257690/1257690     opMatrix::addterms(terminfo const&) const [11]
[17]     6.6    0.17    0.18 1257690         std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&) [17]
                0.10    0.09 1296963/1296963     std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [30]
-----------------------------------------------
                0.00    0.00      23/1308614     quState::mapmask() const [105]
                0.09    0.23 1308591/1308614     opMatrix::addterms(terminfo const&) const [11]
[18]     6.1    0.09    0.23 1308614         quSubString::unmap(bitvec const&) const [18]
                0.02    0.05 1406909/1406909     bitvec::setbits(int, bitvec const&) [54]
                0.04    0.03 1347001/1347001     quBaseState::unmap(bitvec const&) const [56]
                0.04    0.00 1350820/5732742     bitvec::bitvec(int, unsigned long) [33]
                0.04    0.00 1336289/1905782     quState::mapbits() const [64]
                0.02    0.00 1385793/10737213     bitvec::~bitvec() [35]
                0.01    0.00 1325875/1895045     quSubString::mapoffs() const [84]
-----------------------------------------------
                0.00    0.00       3/5398789     QuHeap::QuHeap(int, int) [73]
                0.00    0.00       4/5398789     term::set(bitvec const&, std::complex<double> const&) [134]
                0.00    0.00      20/5398789     opElementary::apply(quState&) const [10]
                0.01    0.02  542793/5398789     _GLOBAL__sub_I_noperators [1]
                0.01    0.02  570918/5398789     term::operator=(term const&) [53]
                0.02    0.02  633395/5398789     term::term(term const&) [32]
                0.09    0.13 3651656/5398789     term::setvect(bitvec const&) [21]
[19]     6.1    0.13    0.19 5398789         bitvec::operator=(bitvec const&) [19]
                0.19    0.00 5454770/5454770     bitvec::setlen(int) [29]
-----------------------------------------------
                0.00    0.00       6/3911138     opMatrix::~opMatrix() [133]
                0.05    0.01  765916/3911138     terminfo::~terminfo() [52]
                0.10    0.02 1572352/3911138     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
                0.10    0.02 1572864/3911138     termlist::dellist() [38]
[20]     5.9    0.26    0.05 3911138         term::~term() [20]
                0.05    0.00 3878949/10737213     bitvec::~bitvec() [35]
-----------------------------------------------
                0.01    0.03  574727/3626216     _GLOBAL__sub_I_noperators [1]
                0.05    0.18 3051489/3626216     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[21]     5.2    0.06    0.22 3626216         term::setvect(bitvec const&) [21]
                0.09    0.13 3651656/5398789     bitvec::operator=(bitvec const&) [19]
-----------------------------------------------
                0.00    0.02       2/23          termlist::termlist(int, int) [76]
                0.03    0.19      21/23          termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[22]     4.6    0.03    0.21      23         termlist::newlist() [22]
                0.03    0.18 3145216/3145242     term::term() [27]
-----------------------------------------------
                0.10    0.14  560205/560205      _GLOBAL__sub_I_noperators [1]
[23]     4.6    0.10    0.14  560205         quSubString::map(bitvec const&) const [23]
                0.09    0.01  571302/571302      quBaseState::map(bitvec const&) const [47]
                0.00    0.02  562855/562855      bitvec::getbits(int, int) const [92]
                0.01    0.00  569293/1905782     quState::mapbits() const [64]
                0.01    0.00  556589/10737213     bitvec::~bitvec() [35]
                0.01    0.00  569170/1895045     quSubString::mapoffs() const [84]
-----------------------------------------------
                0.01    0.00       2/46          termlist::termlist(int, int) [76]
                0.11    0.00      21/46          quBaseState::opbegin() [42]
                0.12    0.00      23/46          termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[24]     4.6    0.24    0.00      46         termlist::clear() [24]
-----------------------------------------------
                0.05    0.19  716886/716886      _GLOBAL__sub_I_noperators [1]
[25]     4.5    0.05    0.19  716886         terminfo::terminfo(terminfo const&) [25]
                0.08    0.09  668258/668258      term::term(term const&) [32]
                0.01    0.00  705450/4742654     bitvec::bitvec(bitvec const&) [45]
-----------------------------------------------
                0.16    0.06 3042721/3042721     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[26]     4.1    0.16    0.06 3042721         termlist::hashfunct1(bitvec const&) const [26]
                0.06    0.00 3014461/3114505     bitvec::hashfunct() const [59]
-----------------------------------------------
                0.00    0.00       6/3145242     opBit::opBit(std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>, double) [130]
                0.00    0.00      20/3145242     terminfo::terminfo() [28]
                0.03    0.18 3145216/3145242     termlist::newlist() [22]
[27]     4.1    0.03    0.18 3145242         term::term() [27]
                0.10    0.00 3145242/4352133     std::complex<double>::complex(double, double) [36]
                0.08    0.00 3145242/5732742     bitvec::bitvec(int, unsigned long) [33]
-----------------------------------------------
                0.20    0.00      20/20          opElementary::apply(quState&) const [10]
[28]     3.8    0.20    0.00      20         terminfo::terminfo() [28]
                0.00    0.00      20/3145242     term::term() [27]
                0.00    0.00      20/5732742     bitvec::bitvec(int, unsigned long) [33]
-----------------------------------------------
                0.19    0.00 5454770/5454770     bitvec::operator=(bitvec const&) [19]
[29]     3.6    0.19    0.00 5454770         bitvec::setlen(int) [29]
-----------------------------------------------
                0.10    0.09 1296963/1296963     std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&) [17]
[30]     3.4    0.10    0.09 1296963         std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [30]
                0.07    0.00 1290296/1290296     std::complex<double>::real() const [55]
                0.02    0.00 1288536/1288536     std::complex<double>::imag() const [85]
-----------------------------------------------
                0.06    0.11      20/20          opElementary::apply(quState&) const [10]
[31]     3.3    0.06    0.11      20         quSubState::opbegin() [31]
                0.01    0.10      20/21          quBaseState::opbegin() [42]
-----------------------------------------------
                0.08    0.09  668258/668258      terminfo::terminfo(terminfo const&) [25]
[32]     3.2    0.08    0.09  668258         term::term(term const&) [32]
                0.02    0.02  633395/5398789     bitvec::operator=(bitvec const&) [19]
                0.02    0.00  633062/4352133     std::complex<double>::complex(double, double) [36]
                0.02    0.00  662747/5732742     bitvec::bitvec(int, unsigned long) [33]
                0.01    0.00  560542/4516309     term::ampl() const [48]
                0.00    0.00  622403/8064922     term::vect() const [63]
-----------------------------------------------
                0.00    0.00       1/5732742     QuHeap::cmask() const [135]
                0.00    0.00       1/5732742     sCall::exec(SymTable*, SymTable*, QuHeap*) [5]
                0.00    0.00       1/5732742     quBaseState::reset(bitvec const&) [104]
                0.00    0.00       1/5732742     quBaseState::quBaseState(int, int) [74]
                0.00    0.00       4/5732742     opBit::opBit(std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>, double) [130]
                0.00    0.00       8/5732742     QuHeap::QuHeap(int, int) [73]
                0.00    0.00      20/5732742     opElementary::apply(quState&) const [10]
                0.00    0.00      20/5732742     terminfo::terminfo() [28]
                0.00    0.00      23/5732742     quState::mapmask() const [105]
                0.02    0.00  573854/5732742     bitvec::getbits(int, int) const [92]
                0.02    0.00  662747/5732742     term::term(term const&) [32]
                0.04    0.00 1350820/5732742     quSubString::unmap(bitvec const&) const [18]
                0.08    0.00 3145242/5732742     term::term() [27]
[33]     2.8    0.15    0.00 5732742         bitvec::bitvec(int, unsigned long) [33]
-----------------------------------------------
                0.15    0.00 3066266/3066266     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[34]     2.8    0.15    0.00 3066266         term::setampl(std::complex<double> const&) [34]
-----------------------------------------------
                0.00    0.00       1/10737213     quBaseState::reset(bitvec const&) [104]
                0.00    0.00       1/10737213     quBaseState::quBaseState(int, int) [74]
                0.00    0.00       2/10737213     QuHeap::qualloc(int, BaseType) [57]
                0.00    0.00       3/10737213     QuHeap::QuHeap(int, int) [73]
                0.00    0.00       4/10737213     opBit::opBit(std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>, double) [130]
                0.00    0.00       5/10737213     QuHeap::~QuHeap() [37]
                0.00    0.00       5/10737213     sCall::exec(SymTable*, SymTable*, QuHeap*) [5]
                0.00    0.00      46/10737213     quState::mapmask() const [105]
                0.00    0.00      60/10737213     opElementary::apply(quState&) const [10]
                0.01    0.00  556589/10737213     quSubString::map(bitvec const&) const [23]
                0.01    0.00  726280/10737213     terminfo::~terminfo() [52]
                0.01    0.00 1082199/10737213     _GLOBAL__sub_I_noperators [1]
                0.02    0.00 1385793/10737213     quSubString::unmap(bitvec const&) const [18]
                0.04    0.00 3107276/10737213     opMatrix::addterms(terminfo const&) const [11]
                0.05    0.00 3878949/10737213     term::~term() [20]
[35]     2.7    0.14    0.00 10737213         bitvec::~bitvec() [35]
-----------------------------------------------
                0.00    0.00       1/4352133     yylex() [112]
                0.00    0.00       1/4352133     quBaseState::reset(bitvec const&) [104]
                0.00    0.00       6/4352133     ext_bit(sRoutDef const*, SymTable const*, int) [6]
                0.02    0.00  573821/4352133     opMatrix::addterms(terminfo const&) const [11]
                0.02    0.00  633062/4352133     term::term(term const&) [32]
                0.10    0.00 3145242/4352133     term::term() [27]
[36]     2.7    0.14    0.00 4352133         std::complex<double>::complex(double, double) [36]
-----------------------------------------------
                0.00    0.13       1/1           main [2]
[37]     2.6    0.00    0.13       1         QuHeap::~QuHeap() [37]
                0.00    0.13       1/1           quBaseState::~quBaseState() [40]
                0.00    0.00       5/10737213     bitvec::~bitvec() [35]
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::empty() const [433]
                0.00    0.00       1/1           std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> >::empty() const [542]
                0.00    0.00       1/1           std::vector<QuHeap::centry, std::allocator<QuHeap::centry> >::empty() const [539]
                0.00    0.00       1/1           std::vector<tValue, std::allocator<tValue> >::pop_back() [570]
                0.00    0.00       1/1           std::vector<tValue, std::allocator<tValue> >::~vector() [572]
                0.00    0.00       1/1           std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> >::~vector() [576]
                0.00    0.00       1/1           std::vector<QuHeap::centry, std::allocator<QuHeap::centry> >::~vector() [574]
-----------------------------------------------
                0.01    0.12       2/2           termlist::~termlist() [39]
[38]     2.6    0.01    0.12       2         termlist::dellist() [38]
                0.10    0.02 1572864/3911138     term::~term() [20]
-----------------------------------------------
                0.00    0.13       2/2           quBaseState::~quBaseState() [41]
[39]     2.6    0.00    0.13       2         termlist::~termlist() [39]
                0.01    0.12       2/2           termlist::dellist() [38]
-----------------------------------------------
                0.00    0.13       1/1           QuHeap::~QuHeap() [37]
[40]     2.6    0.00    0.13       1         quBaseState::~quBaseState() [40]
                0.00    0.13       1/1           quBaseState::~quBaseState() [41]
-----------------------------------------------
                0.00    0.13       1/1           quBaseState::~quBaseState() [40]
[41]     2.6    0.00    0.13       1         quBaseState::~quBaseState() [41]
                0.00    0.13       2/2           termlist::~termlist() [39]
                0.00    0.00       1/31          quState::~quState() [260]
-----------------------------------------------
                0.00    0.01       1/21          quBaseState::reset(bitvec const&) [104]
                0.01    0.10      20/21          quSubState::opbegin() [31]
[42]     2.3    0.01    0.11      21         quBaseState::opbegin() [42]
                0.11    0.00      21/46          termlist::clear() [24]
-----------------------------------------------
[43]     2.1    0.09    0.02      31+133     <cycle 5 as a whole> [43]
                0.04    0.02      31             quSubString::quSubString(int, int, quState&) <cycle 5> [62]
                0.05    0.00      30             quSubString::newsubstring(int, int) <cycle 5> [67]
                0.00    0.00      62             quBaseState::newsubstring(int, int) <cycle 5> [128]
                0.00    0.00      41             quState::newclone() <cycle 5> [129]
-----------------------------------------------
                0.00    0.00       1/568455      sCall::exec(SymTable*, SymTable*, QuHeap*) [5]
                0.08    0.02  568454/568455      _GLOBAL__sub_I_noperators [1]
[44]     1.9    0.08    0.02  568455         operator&(bitvec const&, bitvec const&) [44]
                0.01    0.00  588833/4742654     bitvec::bitvec(bitvec const&) [45]
                0.01    0.00  564372/564373      bitvec::operator&=(bitvec const&) [96]
-----------------------------------------------
                0.00    0.00      44/4742654     operator~(bitvec const&) [94]
                0.01    0.00  586876/4742654     quBaseState::map(bitvec const&) const [47]
                0.01    0.00  588833/4742654     operator&(bitvec const&, bitvec const&) [44]
                0.01    0.00  705450/4742654     terminfo::terminfo(terminfo const&) [25]
                0.03    0.00 1404852/4742654     quBaseState::unmap(bitvec const&) const [56]
                0.03    0.00 1456599/4742654     operator|(bitvec const&, bitvec const&) [49]
[45]     1.9    0.10    0.00 4742654         bitvec::bitvec(bitvec const&) [45]
-----------------------------------------------
                                                 <spontaneous>
[46]     1.9    0.10    0.00                 bitvec::testless(bitvec const&) const [46]
-----------------------------------------------
                0.09    0.01  571302/571302      quSubString::map(bitvec const&) const [23]
[47]     1.8    0.09    0.01  571302         quBaseState::map(bitvec const&) const [47]
                0.01    0.00  586876/4742654     bitvec::bitvec(bitvec const&) [45]
-----------------------------------------------
                0.01    0.00  535294/4516309     term::operator=(term const&) [53]
                0.01    0.00  560542/4516309     term::term(term const&) [32]
                0.03    0.00 1572352/4516309     termlist::add(term const&) <cycle 4> [58]
                0.04    0.00 1848121/4516309     opMatrix::addterms(terminfo const&) const [11]
[48]     1.7    0.09    0.00 4516309         term::ampl() const [48]
-----------------------------------------------
                0.04    0.04 1385011/1385011     opMatrix::addterms(terminfo const&) const [11]
[49]     1.5    0.04    0.04 1385011         operator|(bitvec const&, bitvec const&) [49]
                0.03    0.00 1456599/4742654     bitvec::bitvec(bitvec const&) [45]
                0.01    0.00 1416904/1416905     bitvec::operator|=(bitvec const&) [95]
-----------------------------------------------
                0.02    0.06      20/20          opElementary::apply(quState&) const [10]
[50]     1.5    0.02    0.06      20         quSubState::baseterms() const [50]
                0.06    0.00      20/20          quBaseState::baseterms() const [60]
-----------------------------------------------
                0.00    0.07       1/1           qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [4]
[51]     1.4    0.00    0.07       1         sVarDef::define(SymTable*, SymTable*, QuHeap*) [51]
                0.00    0.06       1/1           QuHeap::qualloc(int, BaseType) [57]
                0.00    0.00       1/1           QuHeap::addReg(quState*) [107]
                0.00    0.00       1/31          quState::newclone() <cycle 5> [129]
                0.00    0.00       2/29          tValue::operator=(tValue const&) [109]
                0.00    0.00       1/324         SymTab::put(sDef*, tValue const&) [75]
                0.00    0.00       1/4           sConst::eval(SymTable*, SymTable*, QuHeap*) [121]
                0.00    0.00       4/663         tValue::~tValue() [162]
                0.00    0.00       2/353         tValue::tValue() [175]
                0.00    0.00       2/6           tValue::isError() const [350]
                0.00    0.00       2/2           tValue::toInt() const [426]
                0.00    0.00       1/115         tType::isQuExpr() const [192]
                0.00    0.00       1/372         sDef::type() const [169]
                0.00    0.00       1/1           sDef::basetype() [503]
                0.00    0.00       1/5           sObject::isGlobal() const [357]
                0.00    0.00       1/5           tValue::qustate() const [356]
                0.00    0.00       1/167         sObject::def() const [188]
-----------------------------------------------
                0.00    0.00      20/789785      opElementary::apply(quState&) const [10]
                0.00    0.07  789765/789785      _GLOBAL__sub_I_noperators [1]
[52]     1.3    0.00    0.07  789785         terminfo::~terminfo() [52]
                0.05    0.01  765916/3911138     term::~term() [20]
                0.01    0.00  726280/10737213     bitvec::~bitvec() [35]
-----------------------------------------------
                0.02    0.05  534230/534230      _GLOBAL__sub_I_noperators [1]
[53]     1.3    0.02    0.05  534230         term::operator=(term const&) [53]
                0.01    0.02  570918/5398789     bitvec::operator=(bitvec const&) [19]
                0.01    0.00  535294/4516309     term::ampl() const [48]
                0.00    0.00  572579/8064922     term::vect() const [63]
-----------------------------------------------
                0.02    0.05 1406909/1406909     quSubString::unmap(bitvec const&) const [18]
[54]     1.2    0.02    0.05 1406909         bitvec::setbits(int, bitvec const&) [54]
                0.05    0.00 1369247/1369247     bitvec::setbits(int, int, unsigned long) [69]
-----------------------------------------------
                0.07    0.00 1290296/1290296     std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [30]
[55]     1.2    0.07    0.00 1290296         std::complex<double>::real() const [55]
-----------------------------------------------
                0.04    0.03 1347001/1347001     quSubString::unmap(bitvec const&) const [18]
[56]     1.2    0.04    0.03 1347001         quBaseState::unmap(bitvec const&) const [56]
                0.03    0.00 1404852/4742654     bitvec::bitvec(bitvec const&) [45]
-----------------------------------------------
                0.00    0.06       1/1           sVarDef::define(SymTable*, SymTable*, QuHeap*) [51]
[57]     1.2    0.00    0.06       1         QuHeap::qualloc(int, BaseType) [57]
                0.06    0.00      20/20          bitvec::operator[](int) const [61]
                0.00    0.00       1/31          quBaseState::newsubstring(int, int) <cycle 5> [128]
                0.00    0.00       1/23          quState::mapmask() const [105]
                0.00    0.00       1/44          operator~(bitvec const&) [94]
                0.00    0.00       2/10737213     bitvec::~bitvec() [35]
                0.00    0.00       1/564373      bitvec::operator&=(bitvec const&) [96]
                0.00    0.00       1/1           tValue::tValue(quState*, BaseType) [510]
-----------------------------------------------
                             1572352             termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
[58]     1.2    0.02    0.04 1572352         termlist::add(term const&) <cycle 4> [58]
                0.03    0.00 1572352/4516309     term::ampl() const [48]
                0.01    0.00 1572352/8064922     term::vect() const [63]
                             1572352             termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
-----------------------------------------------
                0.00    0.00  100044/3114505     termlist::hashfunct2(bitvec const&) const [110]
                0.06    0.00 3014461/3114505     termlist::hashfunct1(bitvec const&) const [26]
[59]     1.1    0.06    0.00 3114505         bitvec::hashfunct() const [59]
-----------------------------------------------
                0.06    0.00      20/20          quSubState::baseterms() const [50]
[60]     1.1    0.06    0.00      20         quBaseState::baseterms() const [60]
                0.00    0.00      20/20          termlist::nterms() const [289]
-----------------------------------------------
                0.06    0.00      20/20          QuHeap::qualloc(int, BaseType) [57]
[61]     1.1    0.06    0.00      20         bitvec::operator[](int) const [61]
-----------------------------------------------
                                  31             quBaseState::newsubstring(int, int) <cycle 5> [128]
[62]     1.1    0.04    0.02      31         quSubString::quSubString(int, int, quState&) <cycle 5> [62]
                0.00    0.02      31/31          quSubState::quSubState(int) [90]
                                  31             quState::newclone() <cycle 5> [129]
-----------------------------------------------
                0.00    0.00   94286/8064922     termlist::add(bitvec const&, std::complex<double> const&) <cycle 4> [15]
                0.00    0.00  572579/8064922     term::operator=(term const&) [53]
                0.00    0.00  622403/8064922     term::term(term const&) [32]
                0.01    0.00 1119388/8064922     _GLOBAL__sub_I_noperators [1]
                0.01    0.00 1572352/8064922     termlist::add(term const&) <cycle 4> [58]
                0.03    0.00 4083914/8064922     opMatrix::addterms(terminfo const&) const [11]
[63]     0.9    0.05    0.00 8064922         term::vect() const [63]
-----------------------------------------------
                0.00    0.00       1/1905782     sCall::exec(SymTable*, SymTable*, QuHeap*) [5]
                0.00    0.00       1/1905782     quBaseState::basebits() const [136]
                0.00    0.00      20/1905782     opElementary::apply(quState&) const [10]
                0.00    0.00      21/1905782     ext_bit(sRoutDef const*, SymTable const*, int) [6]
                0.00    0.00      23/1905782     quState::mapmask() const [105]
                0.00    0.00      41/1905782     quState::newclone() <cycle 5> [129]
                0.00    0.00      93/1905782     quBaseState::newsubstring(int, int) <cycle 5> [128]
                0.01    0.00  569293/1905782     quSubString::map(bitvec const&) const [23]
                0.04    0.00 1336289/1905782     quSubString::unmap(bitvec const&) const [18]
[64]     0.9    0.05    0.00 1905782         quState::mapbits() const [64]
-----------------------------------------------
                0.01    0.04  525941/525941      _GLOBAL__sub_I_noperators [1]
[65]     0.9    0.01    0.04  525941         quSubState::baseterm(int) const [65]
                0.00    0.04  525387/525387      quBaseState::baseterm(int) const [72]
-----------------------------------------------
                0.05    0.00       1/1           __libc_csu_init [16]
[66]     0.9    0.05    0.00       1         _GLOBAL__sub_I_qc_check_txt [66]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [489]
-----------------------------------------------
                                  10             quState::newclone() <cycle 5> [129]
                0.06    0.01      20/31          ext_bit(sRoutDef const*, SymTable const*, int) [6]
[67]     0.9    0.05    0.00      30         quSubString::newsubstring(int, int) <cycle 5> [67]
                                  30             quBaseState::newsubstring(int, int) <cycle 5> [128]
-----------------------------------------------
                                                 <spontaneous>
[68]     0.9    0.05    0.00                 std::pow(double, int) [68]
-----------------------------------------------
                0.05    0.00 1369247/1369247     bitvec::setbits(int, bitvec const&) [54]
[69]     0.9    0.05    0.00 1369247         bitvec::setbits(int, int, unsigned long) [69]
-----------------------------------------------
                                                 <spontaneous>
[70]     0.9    0.05    0.00                 std::complex<double>::real() [70]
-----------------------------------------------
                0.04    0.00  551029/551029      quBaseState::baseterm(int) const [72]
[71]     0.8    0.04    0.00  551029         termlist::operator[](int) const [71]
-----------------------------------------------
                0.00    0.04  525387/525387      quSubState::baseterm(int) const [65]
[72]     0.8    0.00    0.04  525387         quBaseState::baseterm(int) const [72]
                0.04    0.00  551029/551029      termlist::operator[](int) const [71]
-----------------------------------------------
                0.00    0.04       1/1           main [2]
[73]     0.7    0.00    0.04       1         QuHeap::QuHeap(int, int) [73]
                0.00    0.04       1/1           quBaseState::quBaseState(int, int) [74]
                0.00    0.00       8/5732742     bitvec::bitvec(int, unsigned long) [33]
                0.00    0.00       3/5398789     bitvec::operator=(bitvec const&) [19]
                0.00    0.00       3/10737213     bitvec::~bitvec() [35]
                0.00    0.00       2/46          bitvec::qnot() [219]
                0.00    0.00       1/1           std::vector<QuHeap::centry, std::allocator<QuHeap::centry> >::vector() [573]
                0.00    0.00       1/1           std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> >::vector() [575]
                0.00    0.00       1/1           std::vector<tValue, std::allocator<tValue> >::vector() [571]
                0.00    0.00       1/1           QuHeap::init() [508]
-----------------------------------------------
                0.00    0.04       1/1           QuHeap::QuHeap(int, int) [73]
[74]     0.7    0.00    0.04       1         quBaseState::quBaseState(int, int) [74]
                0.00    0.03       2/2           termlist::termlist(int, int) [76]
                0.00    0.01       1/1           quBaseState::reset(bitvec const&) [104]
                0.00    0.00       1/32          quState::quState(int) [86]
                0.00    0.00       1/5732742     bitvec::bitvec(int, unsigned long) [33]
                0.00    0.00       1/10737213     bitvec::~bitvec() [35]
-----------------------------------------------
                0.00    0.00       1/324         sVarDef::define(SymTable*, SymTable*, QuHeap*) [51]
                0.00    0.00       1/324         sCall::exec(SymTable*, SymTable*, QuHeap*) [5]
                0.00    0.00       2/324         sFor::typecheck(SymTable*, SymTable*) <cycle 3> [120]
                0.00    0.00       3/324         sConstDef::define(SymTable*, SymTable*, QuHeap*) [114]
                0.00    0.00       6/324         sVarDef::typecheck(SymTable*, SymTable*) [117]
                0.00    0.00      36/324         sRoutDef::define(SymTable*, SymTable*, QuHeap*) [106]
                0.00    0.03     275/324         sRoutDef::typecheck(SymTable*, SymTable*) [77]
[75]     0.7    0.00    0.04     324         SymTab::put(sDef*, tValue const&) [75]
                0.00    0.03     280/287         tValue::tValue(tValue const&) [81]
                0.01    0.00     276/276         SymTab::putentry(SymTable::entry*, SymTable::entry*) [99]
                0.00    0.00     324/365         sObject::isDef() const [173]
                0.00    0.00     324/370         sObject::isValueDef() const [170]
-----------------------------------------------
                0.00    0.03       2/2           quBaseState::quBaseState(int, int) [74]
[76]     0.6    0.00    0.03       2         termlist::termlist(int, int) [76]
                0.00    0.02       2/23          termlist::newlist() [22]
                0.01    0.00       2/46          termlist::clear() [24]
                0.00    0.00       2/2           duallog(int) [403]
-----------------------------------------------
                0.00    0.03      36/36          qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [4]
[77]     0.6    0.00    0.03      36         sRoutDef::typecheck(SymTable*, SymTable*) [77]
                0.00    0.03     275/324         SymTab::put(sDef*, tValue const&) [75]
                0.00    0.00      44/44          sDefList::typecheck(SymTable*, SymTable*) [118]
                0.00    0.00       8/8           sStmtList::typecheck(SymTable*, SymTable*) <cycle 3> [300]
                0.00    0.00     734/21427       sDef::id() const [146]
                0.00    0.00     435/4125        __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [148]
                0.00    0.00     275/353         tValue::tValue() [175]
                0.00    0.00     275/663         tValue::~tValue() [162]
                0.00    0.00     263/264         SymTab::getRef(std::string const&, ObjType*) const [180]
                0.00    0.00     263/294         sObject::isFunctDef() const [178]
                0.00    0.00     263/372         sDef::type() const [169]
                0.00    0.00     263/263         tType::isQuReg() const [185]
                0.00    0.00     263/554         sList<sDef>::next(void*&) const [163]
                0.00    0.00      72/77          SymTab::SymTab(int) [210]
                0.00    0.00      72/77          SymTab::~SymTab() [211]
                0.00    0.00      52/455         sObject::setParent(sObject*) [167]
                0.00    0.00      36/135         SymTab::getDef(std::string const&) const [190]
                0.00    0.00      36/167         sObject::def() const [188]
                0.00    0.00      36/95          sList<sDef>::first(void*&) const [196]
                0.00    0.00      36/73          sObject::isExtern() const [213]
                0.00    0.00       8/253         sObject::isRoutDef() const [186]
                0.00    0.00       8/28          sObject::isCondDef() const [268]
                0.00    0.00       8/10          SymTabComb::SymTabComb(SymTable*, SymTable*) [327]
                0.00    0.00       8/30          sObject::isQuFunDef() const [266]
                0.00    0.00       8/10          SymTabComb::~SymTabComb() [328]
                0.00    0.00       3/3           sObject::isBennet() const [399]
-----------------------------------------------
                                                 <spontaneous>
[78]     0.6    0.03    0.00                 bitvec::operator=(unsigned long) [78]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.6    0.03    0.00                 opMatrix::~opMatrix() [79]
-----------------------------------------------
                0.00    0.00      29/316         tValue::operator=(tValue const&) [109]
                0.00    0.03     287/316         tValue::tValue(tValue const&) [81]
[80]     0.5    0.00    0.03     316         tValue::assign(tValue const&) [80]
                0.02    0.01       8/31          quState::newclone() <cycle 5> [129]
                0.00    0.00     316/842         tType::operator=(tType const&) [156]
                0.00    0.00     316/1052        tType::ord() const [153]
                0.00    0.00     316/1013        tType::basetype() const [154]
-----------------------------------------------
                0.00    0.00       1/287         tValue::conv(tType const&) const [125]
                0.00    0.00       1/287         SymTab::getVal(std::string const&, ObjType*) const [123]
